date,expiry date,strike,maturity (years),rate,underlying,call option price,implied vol
30-Mar-2026,10-Apr-2026,96.5657,0.030137,2.91839,101.648,5.38866,0.244295
30-Mar-2026,10-Apr-2026,101.648,0.030137,2.91839,101.648,1.56225,0.215619
30-Mar-2026,10-Apr-2026,106.731,0.030137,2.91839,101.648,0.124966,0.195014
30-Mar-2026,10-Apr-2026,111.813,0.030137,2.91839,101.648,0.00107913,0.178679
30-Mar-2026,10-Apr-2026,116.895,0.030137,2.91839,101.648,7.13205e-07,0.169234
30-Mar-2026,10-Apr-2026,121.978,0.030137,2.91839,101.648,7.05343e-11,0.165804
30-Mar-2026,17-Apr-2026,81.3185,0.0493151,2.91839,101.648,20.5117,0.48422
30-Mar-2026,17-Apr-2026,86.4009,0.0493151,2.91839,101.648,15.4449,0.3763
30-Mar-2026,17-Apr-2026,91.4833,0.0493151,2.91839,101.648,10.4224,0.290265
30-Mar-2026,17-Apr-2026,96.5657,0.0493151,2.91839,101.648,5.69148,0.244013
30-Mar-2026,17-Apr-2026,101.648,0.0493151,2.91839,101.648,2.0349,0.217931
30-Mar-2026,17-Apr-2026,106.731,0.0493151,2.91839,101.648,0.324402,0.197185
30-Mar-2026,17-Apr-2026,111.813,0.0493151,2.91839,101.648,0.0138593,0.180567
30-Mar-2026,17-Apr-2026,116.895,0.0493151,2.91839,101.648,0.000132495,0.170727
30-Mar-2026,17-Apr-2026,121.978,0.0493151,2.91839,101.648,4.18049e-07,0.166932
30-Mar-2026,24-Apr-2026,81.3185,0.0684932,2.91839,101.648,20.5782,0.429732
30-Mar-2026,24-Apr-2026,86.4009,0.0684932,2.91839,101.648,15.527,0.341262
30-Mar-2026,24-Apr-2026,91.4833,0.0684932,2.91839,101.648,10.5624,0.277376
30-Mar-2026,24-Apr-2026,96.5657,0.0684932,2.91839,101.648,5.9665,0.240818
30-Mar-2026,24-Apr-2026,101.648,0.0684932,2.91839,101.648,2.3975,0.216453
30-Mar-2026,24-Apr-2026,106.731,0.0684932,2.91839,101.648,0.52477,0.196097
30-Mar-2026,24-Apr-2026,111.813,0.0684932,2.91839,101.648,0.0441888,0.179586
30-Mar-2026,24-Apr-2026,116.895,0.0684932,2.91839,101.648,0.00127213,0.169578
30-Mar-2026,24-Apr-2026,121.978,0.0684932,2.91839,101.648,1.65347e-05,0.165521
30-Mar-2026,30-Apr-2026,81.3185,0.0849315,2.91839,101.648,20.6335,0.397525
30-Mar-2026,30-Apr-2026,86.4009,0.0849315,2.91839,101.648,15.6002,0.322025
30-Mar-2026,30-Apr-2026,91.4833,0.0849315,2.91839,101.648,10.6864,0.269734
30-Mar-2026,30-Apr-2026,96.5657,0.0849315,2.91839,101.648,6.18041,0.237722
30-Mar-2026,30-Apr-2026,101.648,0.0849315,2.91839,101.648,2.65927,0.214504
30-Mar-2026,30-Apr-2026,106.731,0.0849315,2.91839,101.648,0.68836,0.194583
30-Mar-2026,30-Apr-2026,111.813,0.0849315,2.91839,101.648,0.0815827,0.178261
30-Mar-2026,30-Apr-2026,116.895,0.0849315,2.91839,101.648,0.00404588,0.168176
30-Mar-2026,30-Apr-2026,121.978,0.0849315,2.91839,101.648,0.000105151,0.163933
30-Mar-2026,31-Mar-2026,81.3185,0.00273973,2.91839,101.648,20.3361,0.564085
30-Mar-2026,31-Mar-2026,86.4009,0.00273973,2.91839,101.648,15.2541,0.41354
30-Mar-2026,31-Mar-2026,91.4833,0.00273973,2.91839,101.648,10.1721,0.270425
30-Mar-2026,31-Mar-2026,96.5657,0.00273973,2.91839,101.648,5.09013,0.185244
30-Mar-2026,31-Mar-2026,101.648,0.00273973,2.91839,101.648,0.364871,0.169986
30-Mar-2026,31-Mar-2026,106.731,0.00273973,2.91839,101.648,1.02293e-08,0.175819
30-Mar-2026,31-Mar-2026,116.895,0.00273973,2.91839,101.648,6.24082e-16,0.341141
30-Mar-2026,31-Mar-2026,121.978,0.00273973,2.91839,101.648,6.2741e-16,0.443139
30-Mar-2026,29-May-2026,81.3185,0.164384,2.91839,101.648,20.9617,0.336589
30-Mar-2026,29-May-2026,86.4009,0.164384,2.91839,101.648,16.0598,0.292976
30-Mar-2026,29-May-2026,91.4833,0.164384,2.91839,101.648,11.3871,0.26113
30-Mar-2026,29-May-2026,96.5657,0.164384,2.91839,101.648,7.18259,0.236579
30-Mar-2026,29-May-2026,101.648,0.164384,2.91839,101.648,3.78405,0.21562
30-Mar-2026,29-May-2026,106.731,0.164384,2.91839,101.648,1.5104,0.196706
30-Mar-2026,29-May-2026,111.813,0.164384,2.91839,101.648,0.405892,0.180672
30-Mar-2026,29-May-2026,116.895,0.164384,2.91839,101.648,0.0706109,0.169806
30-Mar-2026,29-May-2026,121.978,0.164384,2.91839,101.648,0.00883695,0.164395
30-Mar-2026,30-Jun-2026,81.3185,0.252055,2.91839,101.648,21.4072,0.318238
30-Mar-2026,30-Jun-2026,86.4009,0.252055,2.91839,101.648,16.6592,0.286158
30-Mar-2026,30-Jun-2026,91.4833,0.252055,2.91839,101.648,12.185,0.260412
30-Mar-2026,30-Jun-2026,96.5657,0.252055,2.91839,101.648,8.16478,0.238589
30-Mar-2026,30-Jun-2026,101.648,0.252055,2.91839,101.648,4.82273,0.219013
30-Mar-2026,30-Jun-2026,106.731,0.252055,2.91839,101.648,2.37507,0.20107
30-Mar-2026,30-Jun-2026,111.813,0.252055,2.91839,101.648,0.914341,0.185485
30-Mar-2026,30-Jun-2026,116.895,0.252055,2.91839,101.648,0.267932,0.173981
30-Mar-2026,30-Jun-2026,121.978,0.252055,2.91839,101.648,0.0630938,0.167297
30-Mar-2026,31-Jul-2026,81.3185,0.336986,2.91839,101.648,21.8645,0.309044
30-Mar-2026,31-Jul-2026,86.4009,0.336986,2.91839,101.648,17.2404,0.282092
30-Mar-2026,31-Jul-2026,91.4833,0.336986,2.91839,101.648,12.9025,0.259322
30-Mar-2026,31-Jul-2026,96.5657,0.336986,2.91839,101.648,8.99383,0.239246
30-Mar-2026,31-Jul-2026,101.648,0.336986,2.91839,101.648,5.68359,0.220897
30-Mar-2026,31-Jul-2026,106.731,0.336986,2.91839,101.648,3.13747,0.203979
30-Mar-2026,31-Jul-2026,111.813,0.336986,2.91839,101.648,1.45105,0.189046
30-Mar-2026,31-Jul-2026,116.895,0.336986,2.91839,101.648,0.550364,0.177347
30-Mar-2026,31-Jul-2026,121.978,0.336986,2.91839,101.648,0.176136,0.169729
30-Mar-2026,31-Aug-2026,81.3185,0.421918,2.91839,101.648,22.3389,0.304065
30-Mar-2026,31-Aug-2026,86.4009,0.421918,2.91839,101.648,17.8201,0.280064
30-Mar-2026,31-Aug-2026,91.4833,0.421918,2.91839,101.648,13.5889,0.259171
30-Mar-2026,31-Aug-2026,96.5657,0.421918,2.91839,101.648,9.763,0.24038
30-Mar-2026,31-Aug-2026,101.648,0.421918,2.91839,101.648,6.47756,0.223065
30-Mar-2026,31-Aug-2026,106.731,0.421918,2.91839,101.648,3.86573,0.207064
30-Mar-2026,31-Aug-2026,111.813,0.421918,2.91839,101.648,2.0158,0.19278
30-Mar-2026,31-Aug-2026,116.895,0.421918,2.91839,101.648,0.902499,0.1811
30-Mar-2026,31-Aug-2026,121.978,0.421918,2.91839,101.648,0.351646,0.1728
30-Mar-2026,30-Sep-2026,81.3185,0.50411,2.91839,101.648,22.8078,0.301403
30-Mar-2026,30-Sep-2026,86.4009,0.50411,2.91839,101.648,18.3776,0.279304
30-Mar-2026,30-Sep-2026,91.4833,0.50411,2.91839,101.648,14.232,0.259723
30-Mar-2026,30-Sep-2026,96.5657,0.50411,2.91839,101.648,10.471,0.241928
30-Mar-2026,30-Sep-2026,101.648,0.50411,2.91839,101.648,7.2069,0.225473
30-Mar-2026,30-Sep-2026,106.731,0.50411,2.91839,101.648,4.55038,0.210256
30-Mar-2026,30-Sep-2026,111.813,0.50411,2.91839,101.648,2.58021,0.196563
30-Mar-2026,30-Sep-2026,116.895,0.50411,2.91839,101.648,1.29512,0.185026
30-Mar-2026,30-Sep-2026,121.978,0.50411,2.91839,101.648,0.578506,0.176288
30-Mar-2026,30-Oct-2026,81.3185,0.586301,2.91839,101.648,23.2986,0.301043
30-Mar-2026,30-Oct-2026,86.4009,0.586301,2.91839,101.648,18.9496,0.280264
30-Mar-2026,30-Oct-2026,91.4833,0.586301,2.91839,101.648,14.8802,0.261648
30-Mar-2026,30-Oct-2026,96.5657,0.586301,2.91839,101.648,11.1765,0.244634
30-Mar-2026,30-Oct-2026,101.648,0.586301,2.91839,101.648,7.93347,0.228888
30-Mar-2026,30-Oct-2026,106.731,0.586301,2.91839,101.648,5.24381,0.214327
30-Mar-2026,30-Oct-2026,111.813,0.586301,2.91839,101.648,3.17664,0.201147
30-Mar-2026,30-Oct-2026,116.895,0.586301,2.91839,101.648,1.74314,0.189788
30-Mar-2026,30-Oct-2026,121.978,0.586301,2.91839,101.648,0.867027,0.180755
30-Mar-2026,30-Nov-2026,81.3185,0.671233,2.91839,101.648,23.7966,0.300604
30-Mar-2026,30-Nov-2026,86.4009,0.671233,2.91839,101.648,19.5212,0.280955
30-Mar-2026,30-Nov-2026,91.4833,0.671233,2.91839,101.648,15.5197,0.26322
30-Mar-2026,30-Nov-2026,96.5657,0.671233,2.91839,101.648,11.867,0.246957
30-Mar-2026,30-Nov-2026,101.648,0.671233,2.91839,101.648,8.64461,0.2319
30-Mar-2026,30-Nov-2026,106.731,0.671233,2.91839,101.648,5.93112,0.217976
30-Mar-2026,30-Nov-2026,111.813,0.671233,2.91839,101.648,3.78674,0.205312
30-Mar-2026,30-Nov-2026,116.895,0.671233,2.91839,101.648,2.22843,0.194214
30-Mar-2026,30-Nov-2026,121.978,0.671233,2.91839,101.648,1.2068,0.185061
30-Mar-2026,31-Dec-2026,81.3185,0.756164,2.91839,101.648,24.2887,0.300376
30-Mar-2026,31-Dec-2026,86.4009,0.756164,2.91839,101.648,20.0796,0.281676
30-Mar-2026,31-Dec-2026,91.4833,0.756164,2.91839,101.648,16.1383,0.264718
30-Mar-2026,31-Dec-2026,96.5657,0.756164,2.91839,101.648,12.5312,0.249135
30-Mar-2026,31-Dec-2026,101.648,0.756164,2.91839,101.648,9.32885,0.234709
30-Mar-2026,31-Dec-2026,106.731,0.756164,2.91839,101.648,6.59883,0.221367
30-Mar-2026,31-Dec-2026,111.813,0.756164,2.91839,101.648,4.3936,0.209186
30-Mar-2026,31-Dec-2026,116.895,0.756164,2.91839,101.648,2.73227,0.198379
30-Mar-2026,31-Dec-2026,121.978,0.756164,2.91839,101.648,1.58287,0.189224
30-Mar-2026,29-Jan-2027,81.3185,0.835616,2.91839,101.648,24.7311,0.299752
30-Mar-2026,29-Jan-2027,86.4009,0.835616,2.91839,101.648,20.5772,0.281858
30-Mar-2026,29-Jan-2027,91.4833,0.835616,2.91839,101.648,16.6858,0.265579
30-Mar-2026,29-Jan-2027,96.5657,0.835616,2.91839,101.648,13.1166,0.250603
30-Mar-2026,29-Jan-2027,101.648,0.835616,2.91839,101.648,9.93213,0.236736
30-Mar-2026,29-Jan-2027,106.731,0.835616,2.91839,101.648,7.19179,0.223909
30-Mar-2026,29-Jan-2027,111.813,0.835616,2.91839,101.648,4.94192,0.212165
30-Mar-2026,29-Jan-2027,116.895,0.835616,2.91839,101.648,3.20196,0.201654
30-Mar-2026,29-Jan-2027,121.978,0.835616,2.91839,101.648,1.95048,0.192584
30-Mar-2026,26-Feb-2027,81.3185,0.912329,2.91839,101.648,25.1568,0.299515
30-Mar-2026,26-Feb-2027,86.4009,0.912329,2.91839,101.648,21.053,0.282298
30-Mar-2026,26-Feb-2027,91.4833,0.912329,2.91839,101.648,17.2065,0.266602
30-Mar-2026,26-Feb-2027,96.5657,0.912329,2.91839,101.648,13.6716,0.252152
30-Mar-2026,26-Feb-2027,101.648,0.912329,2.91839,101.648,10.5044,0.238774
30-Mar-2026,26-Feb-2027,106.731,0.912329,2.91839,101.648,7.75728,0.226396
30-Mar-2026,26-Feb-2027,111.813,0.912329,2.91839,101.648,5.47165,0.215038
30-Mar-2026,26-Feb-2027,116.895,0.912329,2.91839,101.648,3.6664,0.204804
30-Mar-2026,26-Feb-2027,121.978,0.912329,2.91839,101.648,2.32711,0.195849
31-Mar-2026,02-Apr-2026,81.8163,0.00547945,2.92717,102.27,20.4672,0.396087
31-Mar-2026,02-Apr-2026,86.9298,0.00547945,2.92717,102.27,15.3545,0.283111
31-Mar-2026,02-Apr-2026,92.0433,0.00547945,2.92717,102.27,10.2418,0.196214
31-Mar-2026,02-Apr-2026,97.1569,0.00547945,2.92717,102.27,5.12912,0.181034
31-Mar-2026,02-Apr-2026,102.27,0.00547945,2.92717,102.27,0.507765,0.16541
31-Mar-2026,02-Apr-2026,107.384,0.00547945,2.92717,102.27,1.4128e-06,0.149843
31-Mar-2026,10-Apr-2026,81.8163,0.0273973,2.92717,102.27,20.559,0.603035
31-Mar-2026,10-Apr-2026,86.9298,0.0273973,2.92717,102.27,15.4521,0.461515
31-Mar-2026,10-Apr-2026,92.0433,0.0273973,2.92717,102.27,10.351,0.327829
31-Mar-2026,10-Apr-2026,97.1569,0.0273973,2.92717,102.27,5.38202,0.245203
31-Mar-2026,10-Apr-2026,102.27,0.0273973,2.92717,102.27,1.48487,0.213846
31-Mar-2026,10-Apr-2026,107.384,0.0273973,2.92717,102.27,0.0959118,0.192253
31-Mar-2026,10-Apr-2026,112.497,0.0273973,2.92717,102.27,0.000477304,0.175631
31-Mar-2026,10-Apr-2026,117.611,0.0273973,2.92717,102.27,1.34579e-07,0.166765
31-Mar-2026,10-Apr-2026,122.724,0.0273973,2.92717,102.27,5.10203e-12,0.16409
31-Mar-2026,17-Apr-2026,81.8163,0.0465753,2.92717,102.27,20.6312,0.498226
31-Mar-2026,17-Apr-2026,86.9298,0.0465753,2.92717,102.27,15.5317,0.386066
31-Mar-2026,17-Apr-2026,92.0433,0.0465753,2.92717,102.27,10.4686,0.293359
31-Mar-2026,17-Apr-2026,97.1569,0.0465753,2.92717,102.27,5.67468,0.242424
31-Mar-2026,17-Apr-2026,102.27,0.0465753,2.92717,102.27,1.96069,0.214836
31-Mar-2026,17-Apr-2026,107.384,0.0465753,2.92717,102.27,0.278473,0.193289
31-Mar-2026,17-Apr-2026,112.497,0.0465753,2.92717,102.27,0.00906256,0.176471
31-Mar-2026,17-Apr-2026,117.611,0.0465753,2.92717,102.27,5.79628e-05,0.167216
31-Mar-2026,17-Apr-2026,122.724,0.0465753,2.92717,102.27,1.18354e-07,0.164162
31-Mar-2026,24-Apr-2026,81.8163,0.0657534,2.92717,102.27,20.6978,0.438242
31-Mar-2026,24-Apr-2026,86.9298,0.0657534,2.92717,102.27,15.612,0.34612
31-Mar-2026,24-Apr-2026,92.0433,0.0657534,2.92717,102.27,10.6026,0.277524
31-Mar-2026,24-Apr-2026,97.1569,0.0657534,2.92717,102.27,5.94453,0.238294
31-Mar-2026,24-Apr-2026,102.27,0.0657534,2.92717,102.27,2.32398,0.212834
31-Mar-2026,24-Apr-2026,107.384,0.0657534,2.92717,102.27,0.468769,0.191795
31-Mar-2026,24-Apr-2026,112.497,0.0657534,2.92717,102.27,0.0329166,0.175121
31-Mar-2026,24-Apr-2026,117.611,0.0657534,2.92717,102.27,0.000729936,0.16567
31-Mar-2026,24-Apr-2026,122.724,0.0657534,2.92717,102.27,7.19462e-06,0.162324
31-Mar-2026,30-Apr-2026,81.8163,0.0821918,2.92717,102.27,20.7529,0.403373
31-Mar-2026,30-Apr-2026,86.9298,0.0821918,2.92717,102.27,15.6834,0.324555
31-Mar-2026,30-Apr-2026,92.0433,0.0821918,2.92717,102.27,10.7225,0.268715
31-Mar-2026,30-Apr-2026,97.1569,0.0821918,2.92717,102.27,6.15565,0.23481
31-Mar-2026,30-Apr-2026,102.27,0.0821918,2.92717,102.27,2.58592,0.210689
31-Mar-2026,30-Apr-2026,107.384,0.0821918,2.92717,102.27,0.626446,0.190157
31-Mar-2026,30-Apr-2026,112.497,0.0821918,2.92717,102.27,0.0644153,0.173689
31-Mar-2026,30-Apr-2026,117.611,0.0821918,2.92717,102.27,0.00261315,0.164129
31-Mar-2026,30-Apr-2026,122.724,0.0821918,2.92717,102.27,5.50245e-05,0.160569
31-Mar-2026,29-May-2026,81.8163,0.161644,2.92717,102.27,21.077,0.337217
31-Mar-2026,29-May-2026,86.9298,0.161644,2.92717,102.27,16.1329,0.291814
31-Mar-2026,29-May-2026,92.0433,0.161644,2.92717,102.27,11.4101,0.258677
31-Mar-2026,29-May-2026,97.1569,0.161644,2.92717,102.27,7.15195,0.233335
31-Mar-2026,29-May-2026,102.27,0.161644,2.92717,102.27,3.71217,0.211825
31-Mar-2026,29-May-2026,107.384,0.161644,2.92717,102.27,1.43342,0.19248
31-Mar-2026,29-May-2026,112.497,0.161644,2.92717,102.27,0.361788,0.176308
31-Mar-2026,29-May-2026,117.611,0.161644,2.92717,102.27,0.0577579,0.165794
31-Mar-2026,29-May-2026,122.724,0.161644,2.92717,102.27,0.00661674,0.160937
31-Mar-2026,30-Jun-2026,81.8163,0.249315,2.92717,102.27,21.5174,0.317363
31-Mar-2026,30-Jun-2026,86.9298,0.249315,2.92717,102.27,16.7254,0.284315
31-Mar-2026,30-Jun-2026,92.0433,0.249315,2.92717,102.27,12.2032,0.257874
31-Mar-2026,30-Jun-2026,97.1569,0.249315,2.92717,102.27,8.13521,0.23556
31-Mar-2026,30-Jun-2026,102.27,0.249315,2.92717,102.27,4.75597,0.215599
31-Mar-2026,30-Jun-2026,107.384,0.249315,2.92717,102.27,2.29576,0.19735
31-Mar-2026,30-Jun-2026,112.497,0.249315,2.92717,102.27,0.853528,0.181639
31-Mar-2026,30-Jun-2026,117.611,0.249315,2.92717,102.27,0.238416,0.170328
31-Mar-2026,30-Jun-2026,122.724,0.249315,2.92717,102.27,0.0533732,0.16405
31-Mar-2026,31-Jul-2026,81.8163,0.334247,2.92717,102.27,21.9717,0.30774
31-Mar-2026,31-Jul-2026,86.9298,0.334247,2.92717,102.27,17.3043,0.280166
31-Mar-2026,31-Jul-2026,92.0433,0.334247,2.92717,102.27,12.9211,0.256935
31-Mar-2026,31-Jul-2026,97.1569,0.334247,2.92717,102.27,8.96896,0.236513
31-Mar-2026,31-Jul-2026,102.27,0.334247,2.92717,102.27,5.62435,0.217885
31-Mar-2026,31-Jul-2026,107.384,0.334247,2.92717,102.27,3.06245,0.200748
31-Mar-2026,31-Jul-2026,112.497,0.334247,2.92717,102.27,1.38476,0.185712
31-Mar-2026,31-Jul-2026,117.611,0.334247,2.92717,102.27,0.509094,0.174111
31-Mar-2026,31-Jul-2026,122.724,0.334247,2.92717,102.27,0.157414,0.166771
31-Mar-2026,31-Aug-2026,81.8163,0.419178,2.92717,102.27,22.4453,0.302666
31-Mar-2026,31-Aug-2026,86.9298,0.419178,2.92717,102.27,17.8847,0.27823
31-Mar-2026,31-Aug-2026,92.0433,0.419178,2.92717,102.27,13.6109,0.257007
31-Mar-2026,31-Aug-2026,97.1569,0.419178,2.92717,102.27,9.74503,0.237962
31-Mar-2026,31-Aug-2026,102.27,0.419178,2.92717,102.27,6.4276,0.220442
31-Mar-2026,31-Aug-2026,107.384,0.419178,2.92717,102.27,3.7984,0.204285
31-Mar-2026,31-Aug-2026,112.497,0.419178,2.92717,102.27,1.95037,0.18992
31-Mar-2026,31-Aug-2026,117.611,0.419178,2.92717,102.27,0.854778,0.178286
31-Mar-2026,31-Aug-2026,122.724,0.419178,2.92717,102.27,0.324962,0.170165
31-Mar-2026,30-Sep-2026,81.8163,0.50137,2.92717,102.27,22.9152,0.300046
31-Mar-2026,30-Sep-2026,86.9298,0.50137,2.92717,102.27,18.4447,0.277624
31-Mar-2026,30-Sep-2026,92.0433,0.50137,2.92717,102.27,14.2591,0.257797
31-Mar-2026,30-Sep-2026,97.1569,0.50137,2.92717,102.27,10.4611,0.23981
31-Mar-2026,30-Sep-2026,102.27,0.50137,2.92717,102.27,7.16712,0.223205
31-Mar-2026,30-Sep-2026,107.384,0.50137,2.92717,102.27,4.49246,0.207875
31-Mar-2026,30-Sep-2026,112.497,0.50137,2.92717,102.27,2.51954,0.194121
31-Mar-2026,30-Sep-2026,117.611,0.50137,2.92717,102.27,1.24572,0.182603
31-Mar-2026,30-Sep-2026,122.724,0.50137,2.92717,102.27,0.546519,0.173978
31-Mar-2026,30-Oct-2026,81.8163,0.583562,2.92717,102.27,23.4084,0.2998
31-Mar-2026,30-Oct-2026,86.9298,0.583562,2.92717,102.27,19.0211,0.278777
31-Mar-2026,30-Oct-2026,92.0433,0.583562,2.92717,102.27,14.9142,0.259973
31-Mar-2026,30-Oct-2026,97.1569,0.583562,2.92717,102.27,11.1762,0.242816
31-Mar-2026,30-Oct-2026,102.27,0.583562,2.92717,102.27,7.90505,0.226959
31-Mar-2026,30-Oct-2026,107.384,0.583562,2.92717,102.27,5.19694,0.212318
31-Mar-2026,30-Oct-2026,112.497,0.583562,2.92717,102.27,3.12361,0.199094
31-Mar-2026,30-Oct-2026,117.611,0.583562,2.92717,102.27,1.69582,0.187742
31-Mar-2026,30-Oct-2026,122.724,0.583562,2.92717,102.27,0.832579,0.178777
31-Mar-2026,30-Nov-2026,81.8163,0.668493,2.92717,102.27,23.9101,0.299506
31-Mar-2026,30-Nov-2026,86.9298,0.668493,2.92717,102.27,19.5983,0.27967
31-Mar-2026,30-Nov-2026,92.0433,0.668493,2.92717,102.27,15.5617,0.261794
31-Mar-2026,30-Nov-2026,97.1569,0.668493,2.92717,102.27,11.8771,0.245425
31-Mar-2026,30-Nov-2026,102.27,0.668493,2.92717,102.27,8.62823,0.230289
31-Mar-2026,30-Nov-2026,107.384,0.668493,2.92717,102.27,5.89627,0.21631
31-Mar-2026,30-Nov-2026,112.497,0.668493,2.92717,102.27,3.74328,0.203616
31-Mar-2026,30-Nov-2026,117.611,0.668493,2.92717,102.27,2.18624,0.192521
31-Mar-2026,30-Nov-2026,122.724,0.668493,2.92717,102.27,1.17294,0.183409
31-Mar-2026,31-Dec-2026,81.8163,0.753425,2.92717,102.27,24.4068,0.299434
31-Mar-2026,31-Dec-2026,86.9298,0.753425,2.92717,102.27,20.1632,0.280593
31-Mar-2026,31-Dec-2026,92.0433,0.753425,2.92717,102.27,16.189,0.263528
31-Mar-2026,31-Dec-2026,97.1569,0.753425,2.92717,102.27,12.5521,0.247869
31-Mar-2026,31-Dec-2026,102.27,0.753425,2.92717,102.27,9.3247,0.233387
31-Mar-2026,31-Dec-2026,107.384,0.753425,2.92717,102.27,6.57636,0.220008
31-Mar-2026,31-Dec-2026,112.497,0.753425,2.92717,102.27,4.36081,0.20781
31-Mar-2026,31-Dec-2026,117.611,0.753425,2.92717,102.27,2.69732,0.197005
31-Mar-2026,31-Dec-2026,122.724,0.753425,2.92717,102.27,1.55224,0.187876
31-Mar-2026,29-Jan-2027,81.8163,0.832877,2.92717,102.27,24.8541,0.298954
31-Mar-2026,29-Jan-2027,86.9298,0.832877,2.92717,102.27,20.6673,0.28095
31-Mar-2026,29-Jan-2027,92.0433,0.832877,2.92717,102.27,16.7448,0.264592
31-Mar-2026,29-Jan-2027,97.1569,0.832877,2.92717,102.27,13.1474,0.249559
31-Mar-2026,29-Jan-2027,102.27,0.832877,2.92717,102.27,9.93914,0.235655
31-Mar-2026,29-Jan-2027,107.384,0.832877,2.92717,102.27,7.18069,0.222804
31-Mar-2026,29-Jan-2027,112.497,0.832877,2.92717,102.27,4.91942,0.211051
31-Mar-2026,29-Jan-2027,117.611,0.832877,2.92717,102.27,3.1749,0.200544
31-Mar-2026,29-Jan-2027,122.724,0.832877,2.92717,102.27,1.92462,0.191493
31-Mar-2026,26-Feb-2027,81.8163,0.909589,2.92717,102.27,25.2851,0.298856
31-Mar-2026,26-Feb-2027,86.9298,0.909589,2.92717,102.27,21.1498,0.281555
31-Mar-2026,26-Feb-2027,92.0433,0.909589,2.92717,102.27,17.2738,0.2658
31-Mar-2026,26-Feb-2027,97.1569,0.909589,2.92717,102.27,13.7123,0.25131
31-Mar-2026,26-Feb-2027,102.27,0.909589,2.92717,102.27,10.5222,0.237907
31-Mar-2026,26-Feb-2027,107.384,0.909589,2.92717,102.27,7.75728,0.225516
31-Mar-2026,26-Feb-2027,112.497,0.909589,2.92717,102.27,5.45947,0.214156
31-Mar-2026,26-Feb-2027,117.611,0.909589,2.92717,102.27,3.64782,0.203928
31-Mar-2026,26-Feb-2027,122.724,0.909589,2.92717,102.27,2.30721,0.194988
01-Apr-2026,02-Apr-2026,81.5341,0.00273973,2.9792,101.918,20.3902,0.554933
01-Apr-2026,02-Apr-2026,86.63,0.00273973,2.9792,101.918,15.2947,0.407
01-Apr-2026,02-Apr-2026,91.7259,0.00273973,2.9792,101.918,10.1992,0.268147
01-Apr-2026,02-Apr-2026,96.8217,0.00273973,2.9792,101.918,5.10378,0.180611
01-Apr-2026,02-Apr-2026,101.918,0.00273973,2.9792,101.918,0.355138,0.164918
01-Apr-2026,02-Apr-2026,107.014,0.00273973,2.9792,101.918,1.89017e-08,0.179399
01-Apr-2026,02-Apr-2026,117.205,0.00273973,2.9792,101.918,2.66471e-15,0.349111
01-Apr-2026,02-Apr-2026,122.301,0.00273973,2.9792,101.918,2.79566e-15,0.453716
01-Apr-2026,10-Apr-2026,81.5341,0.0246575,2.9792,101.918,20.4833,0.636995
01-Apr-2026,10-Apr-2026,86.63,0.0246575,2.9792,101.918,15.3937,0.487468
01-Apr-2026,10-Apr-2026,91.7259,0.0246575,2.9792,101.918,10.3083,0.344434
01-Apr-2026,10-Apr-2026,96.8217,0.0246575,2.9792,101.918,5.33906,0.251526
01-Apr-2026,10-Apr-2026,101.918,0.0246575,2.9792,101.918,1.42738,0.217746
01-Apr-2026,10-Apr-2026,107.014,0.0246575,2.9792,101.918,0.0807099,0.195466
01-Apr-2026,10-Apr-2026,112.109,0.0246575,2.9792,101.918,0.000286291,0.178475
01-Apr-2026,10-Apr-2026,117.205,0.0246575,2.9792,101.918,4.61111e-08,0.169535
01-Apr-2026,10-Apr-2026,122.301,0.0246575,2.9792,101.918,8.77687e-13,0.166958
01-Apr-2026,17-Apr-2026,81.5341,0.0438356,2.9792,101.918,20.5565,0.514744
01-Apr-2026,17-Apr-2026,86.63,0.0438356,2.9792,101.918,15.4738,0.398355
01-Apr-2026,17-Apr-2026,91.7259,0.0438356,2.9792,101.918,10.4232,0.300152
01-Apr-2026,17-Apr-2026,96.8217,0.0438356,2.9792,101.918,5.62841,0.245435
01-Apr-2026,17-Apr-2026,101.918,0.0438356,2.9792,101.918,1.91101,0.216744
01-Apr-2026,17-Apr-2026,107.014,0.0438356,2.9792,101.918,0.256485,0.194725
01-Apr-2026,17-Apr-2026,112.109,0.0438356,2.9792,101.918,0.00731899,0.177669
01-Apr-2026,17-Apr-2026,117.205,0.0438356,2.9792,101.918,3.80024e-05,0.168416
01-Apr-2026,17-Apr-2026,122.301,0.0438356,2.9792,101.918,6.02464e-08,0.165457
01-Apr-2026,24-Apr-2026,81.5341,0.0630137,2.9792,101.918,20.6239,0.448619
01-Apr-2026,24-Apr-2026,86.63,0.0630137,2.9792,101.918,15.5539,0.353391
01-Apr-2026,24-Apr-2026,91.7259,0.0630137,2.9792,101.918,10.5551,0.281247
01-Apr-2026,24-Apr-2026,96.8217,0.0630137,2.9792,101.918,5.89744,0.240032
01-Apr-2026,24-Apr-2026,101.918,0.0630137,2.9792,101.918,2.27727,0.213851
01-Apr-2026,24-Apr-2026,107.014,0.0630137,2.9792,101.918,0.443419,0.192436
01-Apr-2026,24-Apr-2026,112.109,0.0630137,2.9792,101.918,0.028809,0.175579
01-Apr-2026,24-Apr-2026,117.205,0.0630137,2.9792,101.918,0.000567024,0.166161
